INFO 2026-01-28 08:22:12,074 autoreload run_with_reloader : Watching for file changes with StatReloader
INFO 2026-01-28 08:25:21,285 basehttp log_message : "GET /option-chain/scanner/ABB/options/chart HTTP/1.1" 200 4973680
INFO 2026-01-28 08:25:31,080 basehttp log_message : "GET /option-chain/ABB/options/ HTTP/1.1" 200 183453
INFO 2026-01-28 08:26:06,698 basehttp log_message : "GET /tradingview/ajax-option-chain/?symbol=NESTLEIND HTTP/1.1" 200 4987631
INFO 2026-01-28 08:32:14,216 autoreload run_with_reloader : Watching for file changes with StatReloader
INFO 2026-01-28 08:52:39,600 basehttp log_message : "GET /option-chain/scanner/ABB/options/ HTTP/1.1" 200 24416
INFO 2026-01-28 08:52:44,139 basehttp log_message : "GET /option-chain/scanner/ABB/options/chart HTTP/1.1" 200 4973680
INFO 2026-01-28 08:52:52,397 basehttp log_message : "GET /admin/trading/ordersdetail/ HTTP/1.1" 200 10811
INFO 2026-01-28 08:52:52,456 basehttp log_message : "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-01-28 08:52:53,264 basehttp log_message : "GET /admin/trading/orders/ HTTP/1.1" 200 10759
INFO 2026-01-28 08:52:53,283 basehttp log_message : "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-01-28 09:00:51,400 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:01:47,788 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:02:47,877 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:03:47,685 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:04:48,524 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:05:47,767 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:06:47,716 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20660
INFO 2026-01-28 09:07:47,850 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20868
INFO 2026-01-28 09:08:48,120 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20868
INFO 2026-01-28 09:09:47,701 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20868
INFO 2026-01-28 09:10:34,084 basehttp log_message : "POST /tradingview/option-chain/ HTTP/1.1" 200 20868
INFO 2026-01-28 09:10:37,883 basehttp log_message : "GET /tradingview/option-chain/ HTTP/1.1" 200 86440
WARNING 2026-01-28 09:10:38,085 basehttp log_message : "GET /static/tradingview/fonts/Poppins/Poppins-Bold.woff2 HTTP/1.1" 404 1891
WARNING 2026-01-28 09:10:38,085 basehttp log_message : "GET /static/tradingview/fonts/Poppins/Poppins-Medium.woff2 HTTP/1.1" 404 1897
WARNING 2026-01-28 09:10:38,085 basehttp log_message : "GET /static/tradingview/fonts/Poppins/Poppins-Regular.woff2 HTTP/1.1" 404 1900
